"County_Name","Sub-county_Name","Crop_Year","Season","Crop","Area","Production","cat_crop"
"Murang’a","Sub-county_Name_GATANGA","2016","Short Rains","Crop_Cardamom","9820","2060","Crop_Cardamom"
"Nyeri","Sub-county_Name_TETU","2023","Spring","Crop_Cardamom","6259","7093","Crop_Cardamom"
"Kirinyaga","Sub-county_Name_KIRINYAGA WEST","2025","Autumn","Crop_Onions","7244","7800","Crop_Onions"
"Baringo","Sub-county_Name_MOGOTIO","2001","Long Rains","Crop_Tomatoes","5862","5429","Crop_Tomatoes"
"Nandi","Sub-county_Name_NANDI HILLS","2001","Autumn","Crop_Sannhamp","8749","4258","Crop_Sannhamp"
"Kitui","Sub-county_Name_MWINGI NORTH","2000","Short Rains","Crop_Maize (Processed)","1886","5407","Crop_Maize (Processed)"
"Uasin Gishu","Sub-county_Name_AINABKOI","1999","Short Rains","Crop_Sannhamp","5362","3145","Crop_Sannhamp"
"Kiambu","Sub-county_Name_GITHUNGURI","2007","Short Rains","Crop_Peas & Beans (Pulses)","9742","2358","Crop_Peas & Beans (Pulses)"
"West Pokot","Sub-county_Name_POKOT SOUTH","1999","Short Rains","Crop_Mung Beans","1889","6409","Crop_Mung Beans"
"Narok","Sub-county_Name_NAROK WEST","2021","Short Rains","Crop_Tomatoes","7091","3716","Crop_Tomatoes"
"Tana River","Sub-county_Name_GARSEN","2021","Autumn","Crop_Cashew Nuts Raw","5587","1373","Crop_Cashew Nuts Raw"
"Nyamira","Sub-county_Name_MANGA","2011","Winter","Crop_Onions","2631","2432","Crop_Onions"
"Kitui","Sub-county_Name_KITUI EAST","2003","Short Rains","Crop_other fibres","2994","9035","Crop_other fibres"
"Vihiga","Sub-county_Name_HAMISI","2002","Autumn","Crop_Tomatoes","6894","3642","Crop_Tomatoes"
"Kajiado","Sub-county_Name_KAJIADO CENTRAL","2011","Long Rains","Crop_Ginger","4371","4716","Crop_Ginger"
"Kericho","Sub-county_Name_BURETI","2017","Long Rains","Crop_Other Vegetables","2264","3593","Crop_Other Vegetables"
"Bomet","Sub-county_Name_BOMET EAST","2006","Long Rains","Crop_Cashew Nuts","6475","8096","Crop_Cashew Nuts"
"Nyandarua","Sub-county_Name_KINANGOP","2010","Spring","Crop_Common Beans & Mung Beans (Vegetable)","745","9963","Crop_Common Beans & Mung Beans (Vegetable)"
"Murang’a","Sub-county_Name_KIGUMO","2011","Short Rains","Crop_Peas & Beans (Pulses)","2734","3661","Crop_Peas & Beans (Pulses)"
"Meru","Sub-county_Name_IGEMBE NORTH","2025","Autumn","Crop_Sannhamp","2258","3784","Crop_Sannhamp"
"Nandi","Sub-county_Name_EMGWEN","2012","Short Rains","Crop_Cucumber","2639","6099","Crop_Cucumber"
"Kisii","Sub-county_Name_NYARIBARI MASABA","2000","Winter","Crop_Cucumber","4933","6772","Crop_Cucumber"
"Marsabit","Sub-county_Name_LAISAMIS","2023","Short Rains","Crop_Tomatoes","295","8331","Crop_Tomatoes"
"Nyeri","Sub-county_Name_MATHIRA WEST","2022","Long Rains","Crop_Sugarcane","6374","1216","Crop_Sugarcane"
"Samburu","Sub-county_Name_SAMBURU WEST","1998","Short Rains","Crop_Mangoes","2613","3937","Crop_Mangoes"
"Kwale","Sub-county_Name_LUNGA LUNGA","2013","Short Rains","Crop_Cashew Nuts Processed","6307","6799","Crop_Cashew Nuts Processed"
"Narok","Sub-county_Name_TRANSMARA WEST","2010","Short Rains","Crop_Oranges","6335","3143","Crop_Oranges"
"Migori","Sub-county_Name_MABERA","2016","Long Rains","Crop_Coconut (Raw)","7771","1147","Crop_Coconut (Raw)"
"Vihiga","Sub-county_Name_EMUHAYA","2023","Long Rains","Crop_Maize (Processed)","8558","4044","Crop_Maize (Processed)"
"Meru","Sub-county_Name_IMENTI SOUTH","2011","Short Rains","Crop_Black Pepper","3218","2138","Crop_Black Pepper"
"Machakos","Sub-county_Name_MACHAKOS TOWN","2025","Short Rains","Crop_Maize (Processed)","2238","5906","Crop_Maize (Processed)"
"Marsabit","Sub-county_Name_NORTH HORR","2018","Long Rains","Crop_Radish","7981","9702","Crop_Radish"
"Kisii","Sub-county_Name_KITUTU CHACHE NORTH","2014","Spring","Crop_Okra","5239","4421","Crop_Okra"
"Homa Bay","Sub-county_Name_MBITA","2003","Short Rains","Crop_Maize","7039","4939","Crop_Maize"
"Kajiado","Sub-county_Name_KAJIADO CENTRAL","2005","Short Rains","Crop_Blackgram","9806","3783","Crop_Blackgram"
"Vihiga","Sub-county_Name_HAMISI","2015","Long Rains","Crop_Pomegranates","9114","2782","Crop_Pomegranates"
"Mandera","Sub-county_Name_MANDERA NORTH","2024","Short Rains","Crop_Tomatoes","5069","4288","Crop_Tomatoes"
"Tharaka Nithi","Sub-county_Name_THARAKA SOUTH","2014","Long Rains","Crop_Maize (Processed)","5260","1625","Crop_Maize (Processed)"
"Nyamira","Sub-county_Name_BORABU","2008","Long Rains","Crop_Black Pepper","6867","2728","Crop_Black Pepper"
"Tana River","Sub-county_Name_BURA","2019","Short Rains","Crop_Cabbage","3575","6822","Crop_Cabbage"
"Migori","Sub-county_Name_AWENDO","2006","Short Rains","Crop_other misc. pulses","4744","5804","Crop_other misc. pulses"
"Kilifi","Sub-county_Name_KALOLENI","2004","Winter","Crop_Maize (Processed)","2713","4210","Crop_Maize (Processed)"
"Nyandarua","Sub-county_Name_NDARAGWA","2007","Short Rains","Crop_Tomatoes","1145","3833","Crop_Tomatoes"
"Elgeyo Marakwet","Sub-county_Name_MARAKWET EAST","2001","Long Rains","Crop_Maize (Processed)","5546","5488","Crop_Maize (Processed)"
"Kericho","Sub-county_Name_KIPKELION EAST","2003","Winter","Crop_Maize (Processed)","5120","1643","Crop_Maize (Processed)"
"Trans Nzoia","Sub-county_Name_KWANZA","2023","Short Rains","Crop_Black Pepper","3978","5528","Crop_Black Pepper"
"Mandera","Sub-county_Name_MANDERA WEST","2009","Winter","Crop_other oilseeds","4127","5455","Crop_other oilseeds"
"Mandera","Sub-county_Name_MANDERA SOUTH","2019","Short Rains","Crop_Common Beans & Mung Beans (Vegetable)","6840","3527","Crop_Common Beans & Mung Beans (Vegetable)"
"Kajiado","Sub-county_Name_LOITOKITOK","2001","Spring","Crop_Pigeon Peas","2807","4781","Crop_Pigeon Peas"
"Mombasa","Sub-county_Name_JOMVU","2021","Autumn","Crop_Coconut (Raw)","3229","1809","Crop_Coconut (Raw)"
"Nandi","Sub-county_Name_EMGWEN","2007","Short Rains","Crop_Moth","9675","5912","Crop_Moth"
"Embu","Sub-county_Name_MBEERE NORTH","1999","Autumn","Crop_Bananas","8765","4766","Crop_Bananas"
"Marsabit","Sub-county_Name_SAKU","2016","Long Rains","Crop_Okra","2450","1377","Crop_Okra"
"Uasin Gishu","Sub-county_Name_KESSES","2005","Spring","Crop_Cowpeas","5716","5562","Crop_Cowpeas"
"Nyamira","Sub-county_Name_NYAMIRA SOUTH","2014","Long Rains","Crop_Maize (Processed)","5237","9542","Crop_Maize (Processed)"
"Kwale","Sub-county_Name_MSAMBWENI","2008","Short Rains","Crop_Bitter Gourd","5920","3277","Crop_Bitter Gourd"
"Kiambu","Sub-county_Name_GITHUNGURI","2025","Long Rains","Crop_Peas & Beans (Pulses)","2903","4248","Crop_Peas & Beans (Pulses)"
"Mombasa","Sub-county_Name_KISAUNI","2007","Long Rains","Crop_Samai","6734","6009","Crop_Samai"
"Kilifi","Sub-county_Name_KILIFI NORTH","2008","Winter","Crop_Cotton(lint)","2817","9193","Crop_Cotton(lint)"
"Samburu","Sub-county_Name_SAMBURU NORTH","2006","Autumn","Crop_Coriander","8674","6555","Crop_Coriander"
"Lamu","Sub-county_Name_LAMU WEST","1999","Long Rains","Crop_Coffee","5248","2759","Crop_Coffee"
"Narok","Sub-county_Name_NAROK EAST","2017","Short Rains","Crop_Bananas","2895","3170","Crop_Bananas"
"West Pokot","Sub-county_Name_CENTRAL POKOT","1999","Long Rains","Crop_Bottle Gourd","5497","7463","Crop_Bottle Gourd"
"Nandi","Sub-county_Name_MOSOP","2019","Short Rains","Crop_Rubber","3778","5384","Crop_Rubber"
"Homa Bay","Sub-county_Name_KARACHUONYO","2000","Long Rains","Crop_Cabbage","9535","7447","Crop_Cabbage"
"Bungoma","Sub-county_Name_SIRISIA","2002","Autumn","Crop_Common Beans & Mung Beans (Vegetable)","650","6711","Crop_Common Beans & Mung Beans (Vegetable)"
"Siaya","Sub-county_Name_UGUNJA","2019","Autumn","Crop_Bananas","8782","7990","Crop_Bananas"
"Tana River","Sub-county_Name_GARSEN","2024","Spring","Crop_Finger Millet","6892","7149","Crop_Finger Millet"
"Samburu","Sub-county_Name_SAMBURU NORTH","2024","Short Rains","Crop_Varagu","737","2657","Crop_Varagu"
"Tharaka Nithi","Sub-county_Name_IGAMBANG'OMBE","1999","Short Rains","Crop_Maize (Processed)","856","6552","Crop_Maize (Processed)"
"Nyeri","Sub-county_Name_TETU","2017","Long Rains","Crop_Sesame","4713","4111","Crop_Sesame"
"Taita Taveta","Sub-county_Name_VOI","2004","Long Rains","Crop_Tomatoes","2978","6253","Crop_Tomatoes"
"Embu","Sub-county_Name_RUNYENJES","1998","Short Rains","Crop_Cowpeas","3879","5340","Crop_Cowpeas"
"Busia","Sub-county_Name_TESO NORTH","2002","Short Rains","Crop_Cashew Nuts Processed","9573","3322","Crop_Cashew Nuts Processed"
"Mombasa","Sub-county_Name_MVITA","2022","Short Rains","Crop_Other Fresh Fruits","6933","1719","Crop_Other Fresh Fruits"
"Turkana","Sub-county_Name_TURKANA NORTH","2025","Short Rains","Crop_Maize","3964","6364","Crop_Maize"
"Kitui","Sub-county_Name_MWINGI WEST","2025","Winter","Crop_Cowpeas","6800","7377","Crop_Cowpeas"
"Samburu","Sub-county_Name_SAMBURU WEST","2013","Short Rains","Crop_Coriander","5722","3939","Crop_Coriander"
"Nyandarua","Sub-county_Name_OL JORO OROK","2012","Autumn","Crop_Cabbage","3152","6372","Crop_Cabbage"
"Vihiga","Sub-county_Name_EMUHAYA","2017","Autumn","Crop_Jute","7287","2702","Crop_Jute"
"Nyandarua","Sub-county_Name_OL KALOU","2015","Short Rains","Crop_Garlic","4797","3463","Crop_Garlic"
"Siaya","Sub-county_Name_GEM","2014","Autumn","Crop_Potatoes","1495","5879","Crop_Potatoes"
"Kwale","Sub-county_Name_LUNGA LUNGA","2009","Autumn","Crop_Groundnuts","8190","7103","Crop_Groundnuts"
"Nandi","Sub-county_Name_MOSOP","2021","Winter","Crop_Dry Ginger","2720","1638","Crop_Dry Ginger"
"Isiolo","Sub-county_Name_ISIOLO","2008","Long Rains","Crop_Sesame","3552","1526","Crop_Sesame"
"Trans Nzoia","Sub-county_Name_KIMININI","2013","Long Rains","Crop_Pigeon Peas","1343","6290","Crop_Pigeon Peas"
"Trans Nzoia","Sub-county_Name_CHERANGANY","2001","Short Rains","Crop_Coconut","2712","4895","Crop_Coconut"
"Murang’a","Sub-county_Name_MATHIOYA","2020","Short Rains","Crop_Oranges","9772","8917","Crop_Oranges"
"Mombasa","Sub-county_Name_KISAUNI","2013","Short Rains","Crop_Cashew Nuts","3133","3767","Crop_Cashew Nuts"
"Kitui","Sub-county_Name_KITUI SOUTH","2003","Spring","Crop_Bananas","3137","4330","Crop_Bananas"
"Trans Nzoia","Sub-county_Name_CHERANGANY","2013","Short Rains","Crop_Potatoes","4823","4075","Crop_Potatoes"
"Samburu","Sub-county_Name_SAMBURU NORTH","2021","Autumn","Crop_Horse-gram","4328","9740","Crop_Horse-gram"
"Vihiga","Sub-county_Name_HAMISI","2010","Short Rains","Crop_Cardamom","5679","7604","Crop_Cardamom"
"Nyeri","Sub-county_Name_OTHEYA","2012","Short Rains","Crop_Maize (Processed)","2037","1565","Crop_Maize (Processed)"
"Nyeri","Sub-county_Name_MUKURWEINI","2023","Short Rains","Crop_Okra","8267","7771","Crop_Okra"
"Kakamega","Sub-county_Name_MUTUNGU","2014","Autumn","Crop_Coffee","8023","7572","Crop_Coffee"
"Kericho","Sub-county_Name_BELGUT","2004","Long Rains","Crop_Pomegranates","4379","5850","Crop_Pomegranates"
"Kilifi","Sub-county_Name_GANZE","2021","Long Rains","Crop_Turnip","6495","2755","Crop_Turnip"
"Kisumu","Sub-county_Name_KISUMU EAST","2024","Spring","Crop_Pigeon Peas","5138","6299","Crop_Pigeon Peas"
"Vihiga","Sub-county_Name_HAMISI","2003","Autumn","Crop_Rice","4699","8041","Crop_Rice"
"Machakos","Sub-county_Name_MAVOKO","2002","Short Rains","Crop_Coconut","9331","6748","Crop_Coconut"
"Mandera","Sub-county_Name_MANDERA WEST","2022","Short Rains","Crop_Other Cereals & Millets","1121","6431","Crop_Other Cereals & Millets"
"Murang’a","Sub-county_Name_KANGEMA","2010","Long Rains","Crop_Pineapples","108","5669","Crop_Pineapples"
"Kakamega","Sub-county_Name_MUTUNGU","2005","Short Rains","Crop_Pigeon Peas","5875","9870","Crop_Pigeon Peas"
"Nyamira","Sub-county_Name_BORABU","2018","Short Rains","Crop_Cardamom","4989","4769","Crop_Cardamom"
"Turkana","Sub-county_Name_TURKANA SOUTH","2001","Long Rains","Crop_Cowpeas","5685","7781","Crop_Cowpeas"
"Kwale","Sub-county_Name_KINANGO","2007","Long Rains","Crop_Rice","5852","2994","Crop_Rice"
"Samburu","Sub-county_Name_SAMBURU NORTH","2007","Short Rains","Crop_Oranges","9481","3126","Crop_Oranges"
"Lamu","Sub-county_Name_LAMU WEST","2011","Short Rains","Crop_Mangoes","3473","7341","Crop_Mangoes"
"Lamu","Sub-county_Name_LAMU WEST","1999","Autumn","Crop_Mangoes","6345","6639","Crop_Mangoes"
"Nyandarua","Sub-county_Name_OL JORO OROK","2006","Short Rains","Crop_Khesari","2931","5797","Crop_Khesari"
"Murang’a","Sub-county_Name_GATANGA","1998","Winter","Crop_Maize","1558","3359","Crop_Maize"
"Busia","Sub-county_Name_TESO SOUTH","2009","Spring","Crop_Cabbage","1885","9471","Crop_Cabbage"
"Nyandarua","Sub-county_Name_KIPIPIRI","2000","Spring","Crop_Other Fresh Fruits","1214","3829","Crop_Other Fresh Fruits"
"Migori","Sub-county_Name_RONGO","2025","Long Rains","Crop_Pigeon Peas","8687","6042","Crop_Pigeon Peas"
"Nyamira","Sub-county_Name_NYAMIRA NORTH","2011","Short Rains","Crop_Oranges","1061","3858","Crop_Oranges"
"Narok","Sub-county_Name_TRANSMARA WEST","2024","Long Rains","Crop_Tomatoes","6346","1739","Crop_Tomatoes"
"Kericho","Sub-county_Name_SOIN/SIGOWET","2000","Autumn","Crop_Cashew Nuts Processed","4223","7817","Crop_Cashew Nuts Processed"
"Nyamira","Sub-county_Name_BORABU","2006","Long Rains","Crop_Coriander","2250","9277","Crop_Coriander"
"Nandi","Sub-county_Name_MOSOP","2020","Autumn","Crop_Pomegranates","8653","1502","Crop_Pomegranates"
"Migori","Sub-county_Name_KURIA WEST","2006","Spring","Crop_Maize (Processed)","2966","2465","Crop_Maize (Processed)"
"Samburu","Sub-county_Name_SAMBURU EAST","2024","Short Rains","Crop_Turmeric","7710","2460","Crop_Turmeric"
"Narok","Sub-county_Name_NAROK EAST","2005","Long Rains","Crop_Pigeon Peas","6785","6643","Crop_Pigeon Peas"
"Nandi","Sub-county_Name_ALDAI","2019","Short Rains","Crop_Sorghum","6771","9188","Crop_Sorghum"
"Kitui","Sub-county_Name_KITUI WEST","2007","Long Rains","Crop_Blackgram","1908","2240","Crop_Blackgram"
"Uasin Gishu","Sub-county_Name_SOY","1998","Long Rains","Crop_Small Millets","140","2356","Crop_Small Millets"
"Tana River","Sub-county_Name_GALOLE","2016","Long Rains","Crop_Rice","5534","8206","Crop_Rice"
"Turkana","Sub-county_Name_TURKANA SOUTH","2010","Autumn","Crop_Samai","4542","1000","Crop_Samai"
"Vihiga","Sub-county_Name_UGENYA","2025","Long Rains","Crop_Rice","5219","7658","Crop_Rice"
"Kisumu","Sub-county_Name_KISUMU CENTRAL","2012","Spring","Crop_Maize (Processed)","246","3946","Crop_Maize (Processed)"
"Vihiga","Sub-county_Name_BOND","2003","Spring","Crop_Other Cereals & Millets","6654","4620","Crop_Other Cereals & Millets"
"Narok","Sub-county_Name_NAROK WEST","2012","Winter","Crop_Safflower","6921","9796","Crop_Safflower"
"Marsabit","Sub-county_Name_NORTH HORR","2022","Long Rains","Crop_Tea","596","3265","Crop_Tea"
"Kajiado","Sub-county_Name_LOITOKITOK","2019","Short Rains","Crop_Cashew Nuts Processed","1756","8636","Crop_Cashew Nuts Processed"
"Kakamega","Sub-county_Name_KAKAMEGA SOUTH","2005","Long Rains","Crop_Turnip","2866","7514","Crop_Turnip"
"Kilifi","Sub-county_Name_MAGARINI","2003","Spring","Crop_Coconut","7649","7602","Crop_Coconut"
"Nakuru","Sub-county_Name_NJORO","2003","Short Rains","Crop_Lentils","6627","8513","Crop_Lentils"
"Homa Bay","Sub-county_Name_KASIPUL","2016","Long Rains","Crop_Blackgram","5813","8934","Crop_Blackgram"
"Meru","Sub-county_Name_IMENTI CENTRAL","2018","Short Rains","Crop_Peas (vegetable)","870","8397","Crop_Peas (vegetable)"
"Nairobi","Sub-county_Name_KIBRA","2016","Short Rains","Crop_Drum Stick","1345","3512","Crop_Drum Stick"
"Wajir","Sub-county_Name_WAJIR SOUTH","2001","Short Rains","Crop_Rapeseed & Mustard","7831","4467","Crop_Rapeseed & Mustard"
"Taita Taveta","Sub-county_Name_VOI","2004","Autumn","Crop_Tomatoes","5689","5865","Crop_Tomatoes"
"Kisumu","Sub-county_Name_KISUMU CENTRAL","1999","Short Rains","Crop_Potatoes","6200","9446","Crop_Potatoes"
"Kiambu","Sub-county_Name_KIAMBAA","2005","Long Rains","Crop_Sorghum","4667","3853","Crop_Sorghum"
"Mandera","Sub-county_Name_MANDERA SOUTH","2000","Short Rains","Crop_Maize (Processed)","2493","6614","Crop_Maize (Processed)"
"Turkana","Sub-county_Name_TURKANA NORTH","2017","Short Rains","Crop_Maize","7665","4387","Crop_Maize"
"Tharaka Nithi","Sub-county_Name_MAARA","2017","Short Rains","Crop_Potatoes","441","1678","Crop_Potatoes"
"Embu","Sub-county_Name_MBEERE NORTH","2001","Winter","Crop_Maize","3759","1518","Crop_Maize"
"Laikipia","Sub-county_Name_NYAHURURU","2004","Short Rains","Crop_Blackgram","908","4102","Crop_Blackgram"
"Kilifi","Sub-county_Name_MALINDI","2021","Long Rains","Crop_Cashew Nuts Raw","7604","7823","Crop_Cashew Nuts Raw"
"Kitui","Sub-county_Name_KITUI EAST","2020","Short Rains","Crop_Okra","3048","5411","Crop_Okra"
"Nyamira","Sub-county_Name_MASABA NORTH","2000","Short Rains","Crop_Maize","9397","3380","Crop_Maize"
"Nyeri","Sub-county_Name_MATHIRA EAST","2008","Spring","Crop_Pigeon Peas","6774","3628","Crop_Pigeon Peas"
"Bomet","Sub-county_Name_BOMET CENTRAL","1998","Short Rains","Crop_Turmeric","8278","1185","Crop_Turmeric"
"Taita Taveta","Sub-county_Name_TAVETA","2007","Short Rains","Crop_Tomatoes","6001","6201","Crop_Tomatoes"
"Meru","Sub-county_Name_BUURI","2008","Short Rains","Crop_Cotton(lint)","6508","7674","Crop_Cotton(lint)"
"Machakos","Sub-county_Name_MATUNGULU","2013","Short Rains","Crop_Tomatoes","9430","5587","Crop_Tomatoes"
"Nakuru","Sub-county_Name_NAKURU TOWN WEST","2023","Autumn","Crop_Coconut","2289","2226","Crop_Coconut"
"Isiolo","Sub-county_Name_MERTI","2001","Short Rains","Crop_Rice","749","4618","Crop_Rice"
"Laikipia","Sub-county_Name_LAIKIPIA CENTRAL","2021","Long Rains","Crop_Carrots","2197","5864","Crop_Carrots"
"Mandera","Sub-county_Name_MANDERA SOUTH","2020","Long Rains","Crop_Bananas","5371","5180","Crop_Bananas"
"Tharaka Nithi","Sub-county_Name_CHUKA","2022","Short Rains","Crop_Onions","3488","2263","Crop_Onions"
"Kiambu","Sub-county_Name_GATUNDU SOUTH","2020","Spring","Crop_Pigeon Peas","1219","6091","Crop_Pigeon Peas"
"Meru","Sub-county_Name_IMENTI NORTH","2000","Short Rains","Crop_other fibres","6414","1644","Crop_other fibres"
"Migori","Sub-county_Name_KURIA EAST","2013","Spring","Crop_Moth","1102","6956","Crop_Moth"
"Nyandarua","Sub-county_Name_OL KALOU","2019","Long Rains","Crop_Pomegranates","9614","2524","Crop_Pomegranates"
"Kitui","Sub-county_Name_MWINGI NORTH","2014","Autumn","Crop_Onions","5215","1933","Crop_Onions"
"Homa Bay","Sub-county_Name_KASIPUL","2003","Short Rains","Crop_Other Kharif pulses","9675","4688","Crop_Other Kharif pulses"
"Kwale","Sub-county_Name_LUNGA LUNGA","2008","Long Rains","Crop_Pulses total","7665","6493","Crop_Pulses total"
"Isiolo","Sub-county_Name_GARBATULLA","2025","Autumn","Crop_Tobacco","9036","3017","Crop_Tobacco"
"Kitui","Sub-county_Name_KITUI SOUTH","2022","Winter","Crop_Coconut","444","6767","Crop_Coconut"
"Tharaka Nithi","Sub-county_Name_THARAKA SOUTH","2011","Long Rains","Crop_Pearl Millet","2836","4785","Crop_Pearl Millet"
"Murang’a","Sub-county_Name_KIHARU","2020","Long Rains","Crop_Eggplant","3496","9923","Crop_Eggplant"
"Kisii","Sub-county_Name_BOMACHOGE BORABU","2010","Short Rains","Crop_Tea","6809","6202","Crop_Tea"
"Kericho","Sub-county_Name_KIPKELION WEST","2022","Long Rains","Crop_Sapota","6828","4932","Crop_Sapota"
"Nandi","Sub-county_Name_CHESUMEI","2013","Long Rains","Crop_Turnip","7646","4511","Crop_Turnip"
"Tharaka Nithi","Sub-county_Name_THARAKA NORTH","2016","Short Rains","Crop_Pigeon Peas","3911","4812","Crop_Pigeon Peas"
"Kisumu","Sub-county_Name_KISUMU WEST","2003","Short Rains","Crop_Jute","4265","4284","Crop_Jute"
"Turkana","Sub-county_Name_LOIMA","2006","Short Rains","Crop_Cowpeas","2533","1958","Crop_Cowpeas"
"Tharaka Nithi","Sub-county_Name_THARAKA SOUTH","2001","Long Rains","Crop_Pigeon Peas","5871","2568","Crop_Pigeon Peas"
"Tana River","Sub-county_Name_GALOLE","2007","Autumn","Crop_Sorghum","9652","5811","Crop_Sorghum"
"Taita Taveta","Sub-county_Name_TAVETA","2010","Long Rains","Crop_Jute","7149","9261","Crop_Jute"
"Bungoma","Sub-county_Name_WEBUYE WEST","2010","Short Rains","Crop_Sugarcane","7980","6603","Crop_Sugarcane"
"Bungoma","Sub-county_Name_SIRISIA","2000","Spring","Crop_Groundnuts","9304","7555","Crop_Groundnuts"
"Siaya","Sub-county_Name_GEM","2021","Long Rains","Crop_Rubber","1996","2152","Crop_Rubber"
"Nyandarua","Sub-county_Name_OL KALOU","2002","Spring","Crop_Other Vegetables","6900","7816","Crop_Other Vegetables"
"Taita Taveta","Sub-county_Name_VOI","2008","Short Rains","Crop_Barley","4792","9025","Crop_Barley"
"Turkana","Sub-county_Name_TURKANA CENTRAL","2015","Winter","Crop_Bottle Gourd","4096","2230","Crop_Bottle Gourd"
"Isiolo","Sub-county_Name_GARBATULLA","2024","Long Rains","Crop_Cucumber","7086","7552","Crop_Cucumber"
"Nandi","Sub-county_Name_CHESUMEI","2013","Short Rains","Crop_Dry Ginger","304","8986","Crop_Dry Ginger"
"Kitui","Sub-county_Name_MWINGI WEST","2025","Long Rains","Crop_Samai","6019","3159","Crop_Samai"
"Lamu","Sub-county_Name_LAMU WEST","1998","Short Rains","Crop_Turnip","1324","8850","Crop_Turnip"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2005","Winter","Crop_Sapota","7638","6502","Crop_Sapota"
"Mandera","Sub-county_Name_MANDERA EAST","2018","Short Rains","Crop_Pomegranates","3858","6795","Crop_Pomegranates"
"Machakos","Sub-county_Name_KATHIANI","2024","Autumn","Crop_Maize (Processed)","4533","8569","Crop_Maize (Processed)"
"Narok","Sub-county_Name_TRANSMARA WEST","1998","Short Rains","Crop_Pumpkin","2492","8750","Crop_Pumpkin"
"Machakos","Sub-county_Name_MAVOKO","1998","Short Rains","Crop_Pomegranates","6110","5562","Crop_Pomegranates"
"Kirinyaga","Sub-county_Name_MWEA EAST","2019","Long Rains","Crop_Black Pepper","9120","4283","Crop_Black Pepper"
"Kitui","Sub-county_Name_MWINGI NORTH","2018","Short Rains","Crop_Radish","2650","9741","Crop_Radish"
"Migori","Sub-county_Name_RONGO","1998","Autumn","Crop_Sorghum","6311","5046","Crop_Sorghum"
"Samburu","Sub-county_Name_SAMBURU WEST","2016","Short Rains","Crop_Other Kharif pulses","1072","6753","Crop_Other Kharif pulses"
"Kwale","Sub-county_Name_LUNGA LUNGA","2024","Long Rains","Crop_Dry Chillies","2506","7665","Crop_Dry Chillies"
"Mombasa","Sub-county_Name_CHANGAMWE","2024","Short Rains","Crop_Bananas","3823","2507","Crop_Bananas"
"Makueni","Sub-county_Name_MAKUENI","2023","Autumn","Crop_Dry Ginger","453","9264","Crop_Dry Ginger"
"Samburu","Sub-county_Name_SAMBURU WEST","2016","Long Rains","Crop_Bananas","8838","5062","Crop_Bananas"
"Machakos","Sub-county_Name_MATUNGULU","2006","Long Rains","Crop_Moth","6073","1270","Crop_Moth"
"Taita Taveta","Sub-county_Name_MWATATE","2007","Autumn","Crop_Oranges","9878","6140","Crop_Oranges"
"Baringo","Sub-county_Name_BARINGO NORTH","2016","Short Rains","Crop_Jute","9664","9694","Crop_Jute"
"Turkana","Sub-county_Name_LOIMA","2005","Short Rains","Crop_Lentils","7093","8380","Crop_Lentils"
"Machakos","Sub-county_Name_KATHIANI","2019","Spring","Crop_Turmeric","2230","1760","Crop_Turmeric"
"Kwale","Sub-county_Name_KINANGO","2021","Short Rains","Crop_Soya Beans","4492","3028","Crop_Soya Beans"
"Isiolo","Sub-county_Name_GARBATULLA","1999","Autumn","Crop_Cucumber","3567","2356","Crop_Cucumber"
"Bungoma","Sub-county_Name_KANDUYI","2023","Long Rains","Crop_Maize","6767","6554","Crop_Maize"
"Turkana","Sub-county_Name_TURKANA NORTH","2022","Autumn","Crop_Cabbage","2815","7936","Crop_Cabbage"
"Turkana","Sub-county_Name_LOIMA","2003","Short Rains","Crop_Coriander","5855","3459","Crop_Coriander"
"Wajir","Sub-county_Name_WAJIR SOUTH","2007","Long Rains","Crop_Cashew Nuts Raw","6265","8337","Crop_Cashew Nuts Raw"
"Tana River","Sub-county_Name_BURA","2002","Long Rains","Crop_Lentils","143","1764","Crop_Lentils"
"Kilifi","Sub-county_Name_GANZE","1999","Long Rains","Crop_Mangoes","1385","2860","Crop_Mangoes"
"Marsabit","Sub-county_Name_MOYALE","2006","Long Rains","Crop_Cotton(lint)","7573","6430","Crop_Cotton(lint)"
"Mombasa","Sub-county_Name_KISAUNI","2024","Short Rains","Crop_other oilseeds","2722","9267","Crop_other oilseeds"
"Kitui","Sub-county_Name_MWINGI CENTRAL","2011","Autumn","Crop_Rapeseed & Mustard","6292","5985","Crop_Rapeseed & Mustard"
"West Pokot","Sub-county_Name_CENTRAL POKOT","2003","Short Rains","Crop_Pineapples","7946","7117","Crop_Pineapples"
"Kisii","Sub-county_Name_KITUTU CHACHE SOUTH","2016","Long Rains","Crop_Sugarcane","6212","7704","Crop_Sugarcane"
"Kiambu","Sub-county_Name_THIKA TOWN","2018","Long Rains","Crop_Garlic","8302","3906","Crop_Garlic"
"Nyeri","Sub-county_Name_KIENI EAST","2001","Winter","Crop_Snake Gourd","4314","7458","Crop_Snake Gourd"
"Kitui","Sub-county_Name_KITUI WEST","2025","Long Rains","Crop_Tomatoes","6994","8538","Crop_Tomatoes"
"Kiambu","Sub-county_Name_LIMURU","2013","Long Rains","Crop_Korra","3123","6198","Crop_Korra"
